"id","Bosminid","Calanoid","Cyclopoid","Daphnid","Limno","Mollusc","nauplii","otherClad","predClad","Rotifers","totBiomass","zooH","zooRichness","predRatio","ACAVERN","ACRHARP","ALOSP","ASCECAU","ASCOVAL","ASCSALT","ASPBRIG","ASPHERR","ASPPRIO","BOSSP","BRAANGU","BRABIDE","BRABUDA","BRACALC","BRACAUD","BRAHAVA","BRAQUAD","BRAURCE","BYTLONG","CAMSP","CECPENG","CEPSP","CERSP","CHYSPHA","COLSP","CONSP","COOUNIC","COPNAUP","COUSP","DAPDUBI","DAPGALEM","DAPLONG","DAPLUMH","DAPPARV","DAPPULI","DAPRETR","DAPSCHO","DICSP","DIPSP","DIYNANU","DIYTHOM","DREPOLYP","DREPOLYV","ENCSP","EPILACU","EUBCORE","EUCSP","EUELAME","EURAFFI","EUYAGIL","EUYPRIO","FILLONG","FILTERM","GASSP","GRASP","HEXMIRA","HOLGIBB","ILYSP","KELLONG","KERCOCH","KERCOCHH","KERCOCHT","KERCRAS","KEREARL","KERHIEM","KERQUAD","KERTEST","KERVALGT","LATSETI","LECSP","LEOASHL","LEOMINU","LEOSICI","LEOSICO","LEPSP","LETKIND","LEYSP","LIMMACR","MACSP","MARALBI","MESEDAX","MICRUBE","MOIMICR","MONSP","NOOSP","NOTACUM","NOTCAUD","NOTFOLI","NOTLABI","NOTLAUR","NOTMICH","NOTSQUA","PARCHIT","PLEDENT","PLOHUDS","PLOLENT","PLOTRUN","POLDOLI","POLEURY","POLMAJO","POLREMA","POLVULG","POMSULC","POYPEDI","PROSP","ROTBDEL","SCAPSP","SENCALA","SIDCRYS","SKIOREG","SKIPALL","SKIREIG","SYNSP","TESPARV","THECRAS","TRCPOCI","TRCTETR","TRISP","TROPRASM","TYLMONO"
"2001.Spring.ER43",319.592938370339,10180.9876571634,23677.8123980011,465.319431510081,247.698844810223,0,4877.56434701665,0,0,4328.83681793478,44097.8124348066,1.55713016689528,22,0.00564876175980377,56.2061809393414,0,0,0,0,0,0,0,0,68.2003137293209,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4877.56434701665,0,0,465.319431510081,0,0,0,0,0,0,0,0,0,23604.7213418478,0,0,0,0,251.392624641018,0,0,25.3018586986904,0,0,0,0,0,0,0,0,0,3.7339439805343,1.07399983953248,0,0,0,0,0,56.8455719143889,0,0,0,0,957.28265424841,2922.35033643724,814.38608670466,0,0,0,0,247.698844810223,0,0,8.80804594118564,0,0,0,0,0,0,0,0,108.215465929209,0,4.1704508839419,0,0,0,0,0,0,0,0,0,22.6922330840766,0,0,0,0,0,0,0,5461.66672107443,0,0,4132.1051523031,0,0,0,0,0,8.07682927276038,0
"2001.Spring.ER58",203.797896624507,29211.700434985,5547.30390777271,223.892567978527,2132.15478577781,0,5555.76941751235,0,0,244.833333337822,43119.4523439888,1.80640404596258,15,0.0520198918396531,0,0,0,0,0,0,0,0,0,102.150094469528,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5555.76941751235,0,0,223.892567978527,0,0,0,0,0,0,0,0,0,5547.30390777271,0,0,0,0,101.647802154979,0,0,0,0,0,0,0,0,0,0,0,0,0.318261682054458,0.0915420791628782,0,0,0,0,0,0,0,0,0,0,9319.07434876187,10863.1020492315,8636.01830611228,0,0,0,0,2132.15478577781,0,0,0,0,0,0,0,0,0,0,0,0,0,13.8632218604678,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,393.505730879387,0,0,230.560307716137,0,0,0,0,0,0,0
"2001.Spring.ER59",8.98629734800221,8350.1467521524,685.210257774088,15.632721208262,909.719778910339,0,1379.41300977569,2.75690890225659,0,9.62866875245774,11361.4943948235,1.50524705038592,14,0.0870397432341549,0,0,0,0,0,0,0,0,0,7.30140779011565,0,0,0,0,0,0,0,0,0,0,0,0,0,2.75690890225659,0,0,0,1379.41300977569,0,0,15.632721208262,0,0,0,0,0,0,0,0,0,685.210257774088,0,0,0,0,1.68488955788656,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1229.96325533984,1482.10684230285,5638.07665450971,0,0,0,0,909.719778910339,0,0,0,0,0,0,0,0,0,0,0,0,0,0.536846658502006,0,0,0,0,0,0,0,0,0,1.29826085094085,0,0,0,0,0,0,0,0,0,0,7.79356124301488,0,0,0,0,0,0,0
"2001.Spring.ER60",20.5632855540733,8591.69614834048,3028.77101092321,8.97223286415678,1698.49472252627,0,2664.44512940883,50.2753471801642,0,27.3150165789069,16090.5328933761,1.85958592775583,24,0.118016274162367,47.0442886654388,0,0,0,0,0,0,0,0,18.0195233727964,0,0,0,0,0,0,0,0,0,0,0,0,0,48.8292175783191,0,0,0,2664.44512940883,0,0,8.97223286415678,0,0,0,0,0,0,0,0,0,2966.60636247946,0,0,0,0,2.54376218127692,0,1.44612960184506,0,9.56545136519289,0,0,0,0,0,0,0,0,0.652119093258024,0.0468924952520954,0,0,0,0,0,0,0,0,0,0,3868.74066985642,2007.14084264314,2538.71517231589,0,0,0,0,1698.49472252627,0,0,0,0,0,0,0,1.29938728762821,0,0.785427296812573,0,6.74979247203309,0,5.46265020931866,0,0,0,0,0,0,0,0,0,2.97233405346984,0,0,0,0,0,0,0,177.099463525034,0,0,9.34641367113439,0,0,0,0,0,5.55490841311689,0
"2001.Spring.ER61",21.1635365364112,9589.40125845867,2679.29732946045,4.56946505890063,1222.77696573445,0,3481.07765897114,23.8287027753066,0,31.5078805686775,17053.622797564,1.80655554617833,22,0.0772401537305057,43.2057160164374,0,1.11849262773503,0,0,0,0,0,0,16.5827645231432,0,0,0,0,0,0,0,0,0,0,0,1.81239750387042,0,22.7102101475716,3.13834394018123,0,0,3481.07765897114,0,0,4.56946505890063,0,0,0,0,0,0,0,0,0,2625.1565784953,0,0,0,0,4.58077201326798,0,0,0,9.31411637638576,0,0,0,0,0,0,0,0,0,0.208186509093355,0,0,0,0,0,0,0,0,0,0,3003.65367078243,3262.21279543141,3296.47413213295,0,0,0,0,1222.77696573445,0,0,0,0,0,0,0,5.76883149248733,0,0,0,0,0,13.0356022505778,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27.0606601118808,0,0,7.54451887246741,0,0,0,0,0,1.62091857232457,0
"2001.Spring.ER63",3.14329179570011,3.92353622199606,265.072943088418,0,0,0,6.13655913781846,0,0,22.009882467577,300.28621271151,0.51064180766819,9,0,0,0,0,0,0,0,0,0,0,3.14329179570011,0,0,0,0,0,0,0,0,0,0,0,0.345055077696381,0,0,0,0,0,6.13655913781846,0,0,0,0,0,0,0,0,0,0,0,0,264.791005095071,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.92353622199606,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.837453244669803,0,0,0,0,0,0,0,0,0,0,20.8273741452108,0,0,0,0,0,0.281937993347206,0
"2001.Spring.ER73",126.213005071969,2417.01628303167,13451.476871367,405.713242227611,0,0,897.38737986237,0,0,4192.1006856013,21489.9074671619,1.1946038267932,17,0,0,0,0,0,0,0,0,0,0,126.213005071969,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.9531693752879,897.38737986237,1.27978199373111,0,405.713242227611,0,0,0,0,0,0,0,0,0,13434.2780340251,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.48303233151569,2.72761864008248,0,0,0,0,0,97.4495518532381,0,0,0,0,33.4072748705666,267.8851347565,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68.7082323360058,0,0,0,0,0,0,0,0,0,0,0,7.20388351875448,0,0,0,0,0,0,0,2115.7238734046,0,0,4003.29541555268,0,0,0,0,0,17.1988373418822,0
"2001.Spring.ER78",45.2812274823789,1370.21005994155,3875.6816423815,3.85331559072469,0,0,267.286722880223,0,0,1085.1506720891,6647.46364036547,1.21213707879979,17,0,0,0,0,0,0,0,0,0,0,34.4648303619872,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,267.286722880223,0,0,3.85331559072469,0,0,0,0,0,0,0,0,0,3869.89919043588,0,0,0,0,10.8163971203917,0,0,1.97347367858018,0,0,0,0,0,0,0,0,0,0.154128722472622,0.0835855618286688,0,0,0,0,0,13.9869136188538,0,0,0,0,4.23370566681022,120.228684961639,0,3.63782690520946,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.5520478859044,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1240.13636872931,0,0,1050.37399630004,0,0,0,0,0,5.78245194561995,0
"2001.Spring.ER91",42.2742571156038,31683.1389259219,13399.5710374747,41.3626513089337,3262.54677487848,0,4091.53093883205,0,0,216.772422731706,52737.1970082634,1.74254956095872,20,0.0659438067674696,0,0,0,0,0,0,0,0,0,40.3929163598453,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.23496192774474,0,0.262868873294626,4091.53093883205,0.30750200178971,0,41.3626513089337,0,0,0,0,0,0,0,0,0,13399.5710374747,0,0,0,0,1.88134075575851,0,0,0,0,0,0,0,0,0,0,0,0,0.734091508341742,0.108013517292314,0,0,0,0,0,0,0,0,0,0,9566.1542731966,6110.11643619668,15103.902591799,0,0,0,0,3262.54677487848,0,0,0,0,0,0,0,0,0,0,0,1.41295889082694,0,45.5932255168437,0,0,0,0,0,1.61617297078362,0,0,0,0,0,0,0,0,0,0,0,902.965624729621,0,0,165.502627524789,0,0,0,0,0,0,0
"2001.Spring.ER92",132.053564201949,9068.7227502097,5323.63061415749,59.0550831542961,549.954824882182,0,6308.6083351233,0,0,481.628866758612,21923.6540384875,1.87391106530598,18,0.0257304465355305,0,0,0,0,0,0,0,0,0,132.053564201949,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.713829813605602,6308.6083351233,0.467725202739381,0,59.0550831542961,0,0,0,0,0,0,0,0,0,5322.72498208638,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2087.12522349297,2583.70901756447,2368.71668660464,0,0,0,0,549.954824882182,0,0,0,0,0,0,0,3.45289768458101,0,0,0,1.79364097371052,0,59.152908212212,0,0,0,0,0,7.37482838507142,0,0,0,0,0,0,0,0,0,0,0,2029.17182254762,0,0,408.673036486692,0,0,0,0,0,0.905632071109577,0
"2001.Spring.HU06",13.934179429728,23546.0574058011,8661.80455738401,0,1026.41726436314,0,4993.27096614182,0,0,235.366959850701,38476.8513329705,1.75681566580963,15,0.0274073529423663,0,0,0,0,0,0,0,0,0,13.934179429728,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4993.27096614182,0,0,0,0,0,0,0,0,0,0,0,0,8661.80455738401,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.68592763239693,1.3451402996723,0,0,0,0,0,0,0,0,0,0,5428.77402120886,8830.50193979571,8660.52902352799,0,0,0,0,1026.41726436314,0,0,0,0,0,0,0,0,0,0,0,26.264577850433,0,63.6627884779148,0,0,0,0,0,0,0,0,0,48.7909509836777,0,0,0,0,0,0,0,626.252421268507,0,0,89.6175746066063,0,0,0,0,0,0,0
"2001.Spring.HU09",32.0467062686972,13818.9971824661,6942.72353233308,40.517599611246,1277.39178975082,0,3007.17043074875,0,0,182.994689589444,25301.8419307682,1.79156469041573,17,0.0531704901570216,0,0,0,0,0,0,0,0,0,32.0467062686972,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3007.17043074875,0,0,40.517599611246,0,0,0,0,0,0,0,0,0,6938.06266132012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.29200183631504,0.632598280466042,0,0,0,0,0,0,0,0,0,0,4323.6152689031,4484.96460390295,4770.79730105072,0,0,0,0,1277.39178975082,0,0,0,0,0,0,0,0,0,0,0,13.1752714384945,0,73.4881236975507,0,0,0,0,0,0,0,0,0,42.8318150237419,0,0,0,0,0,0,0,239.620008609369,0,0,50.5748793128755,0,0,0,0,0,4.66087101296033,0
"2001.Spring.HU12",31.8468334692581,12955.8018693272,6649.30829670773,0,198.508270652423,0,4894.12909163449,0,0,272.546138194255,25002.1404999854,1.69703928934402,16,0.00800319359749519,0,0,0,0,0,0,0,0,0,31.8468334692581,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4894.12909163449,0,0,0,0,0,0,0,0,0,0,0,0,6644.44881504823,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.47624228430424,0.823636097532641,0,0,0,0,0,0,0,0,0,0,5273.08540321663,5217.50640620492,2227.30467877865,0,0,0,0,198.508270652423,0,0,0,0,0,0,0,0,0,0,0,9.38112681538377,0,143.52110957207,0,0,0,0,0,0,0,0,0,42.3228345300472,0,0,0,0,0,0,0,237.905381127025,0,0,72.0211888949176,0,0,0,0,0,4.85948165950357,0
"2001.Spring.HU15",66.4133220957383,14652.2571935613,9033.63501502894,28.7737838473155,365.523501279892,0,4667.97764540561,0,0,190.022173489453,29004.6026347082,1.71674028519803,19,0.0127631024579014,0,0,0,0,0,0,0,0,9.30915797848809,66.4133220957383,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4667.97764540561,0,0,28.7737838473155,0,0,0,0,0,0,0,0,0,9024.20876136566,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.94123446267187,1.39625181447897,0,0,0,0,0,0,0,0,0,0,5902.42516128489,5363.7415656051,2855.59343856574,0,0,0,0,365.523501279892,0,0,0,0,0,0,0,0,0,0,0,18.5236445612895,0,58.2270457316129,0,0,0,0,0,1.41971886395498,0,0,0,39.4509913044434,0,0,0,0,0,0,0,530.497028105523,0,0,55.754128772513,0,0,0,0,0,9.42625366327727,0
"2001.Spring.HU27",17.7433750957765,22338.9970073522,4320.45347469545,3.74639396966681,641.64501592196,0,3972.75529441904,0,0,191.363772204216,31486.7043336583,1.59746020638897,17,0.0208021975030862,0,0,0,0,0,0,0,0,0,17.7433750957765,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3972.75529441904,0,0,3.74639396966681,0,0,0,0,0,0,0,0,0,4313.87904104336,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.30577987049144,0.58013704292134,0,0,0,0,0,0,0,0,0,0,2489.86300410156,11000.3754940829,8775.95301109437,0,0,0,0,641.64501592196,0,0,0,0,0,0,0,0,0,0,0,12.0826490492247,0,47.1756387295717,0,0,0,0,0,0,0,0,0,70.1424677457724,0,0,0,0,0,0,0,72.8054980733543,0,0,55.0770997662349,0,0,0,0,0,6.5744336520935,0
"2001.Spring.HU32",44.1356954683386,18281.9719049258,4303.93200677577,23.3755382372573,846.873009418209,0,3634.8100903133,0,0,150.36791914743,27285.4661642861,1.6824288934352,18,0.0320316971654856,0,0,0,0,0,0,0,0,37.6645598432693,44.1356954683386,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3634.8100903133,0,0,23.3755382372573,0,0,0,0,0,0,0,0,0,4299.76998527511,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.25523278183663,0.557868263817581,0,0,0,0,0,0,0,0,0,0,3717.50839130701,9908.33733890075,4549.96905043703,0,0,0,0,846.873009418209,0,0,0,0,0,0,0,0,0,0,0,5.80942600516036,0,37.6839740535761,0,0,0,0,0,0,0,0,0,21.5840072568621,0,0,0,0,0,0,0,106.157124281004,0,0,41.8128509429079,0,0,0,0,0,4.16202150066105,0
"2001.Spring.HU37",10.5208591334949,11696.4755962416,5324.10058400862,0,436.160743379698,0,2979.68230942871,0,0,129.537196175646,20576.4772883678,1.70663635245283,17,0.0216561017005583,0,0,0,0,0,0,0,0,25.3209097014876,10.5208591334949,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2979.68230942871,0,0,0,0,0,0,0,0,0,0,0,0,5319.01491517561,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.98942525222233,0.225024245480064,0,0,0,0,0,0,0,0,0,0,3674.12167589689,5445.58888505423,2425.5293577106,0,0,0,0,436.160743379698,0,0,0,0,0,0,0,0,0,0,0,5.85829033604489,0,28.8839432215479,0,0,0,0,0,0,0,0,0,36.2759249690875,0,0,0,0,0,0,0,151.2356775799,0,0,29.9836784497762,0,0,0,0,0,5.08566883300539,0
"2001.Spring.HU38",9.36950190038366,9154.23187548255,2792.68651122095,0,209.181660436412,0,3854.74124685458,0,0,101.839499119179,16122.0502950141,1.66670014947365,18,0.0131454400359891,0,0,0,0,0,0,0,0,20.7663956267111,9.36950190038366,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3854.74124685458,0,0,0,0,0,0,0,0,0,0,0,0,2792.2172078486,0,0,0,0,0,0,0,0,0,0,0,0,1.85737490632105,0,0,0,0,2.89747825309003,0.861227550308389,0,0,0,0,0,0,0,0,0,0,2531.69680568302,4670.01209443204,1909.53036029515,0,0,0,0,209.181660436412,0,0,0,0,0,0,0,0,0,0,0,1.60151664176188,0,12.1751157316379,0,0,0,0,0,0,0,0,0,40.1637340440714,0,0,0,0,0,0,0,42.9926150723414,0,0,21.5166563652774,0,0,0,0,0,0.469303372352101,0
"2001.Spring.HU45",16.0838412615641,15484.465394772,2043.70044634548,0,227.560067964069,0,3464.29225674504,0,0,125.078397490082,21361.1804045783,1.38497662756352,18,0.010767680328288,0,0,0,0,0,0,0,0,8.10345378247909,16.0838412615641,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.198470377617691,3464.29225674504,0,0,0,0,0,0,0,0,0,0,0,0,2040.88089920415,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.56324278643157,0.86231531660229,0,0,0,0,0,0,0,0,0,0,1715.85635213323,11614.4851152978,2126.22310108716,0,0,0,0,227.560067964069,0,0,0,0,0,0,0,0,0,0,0,1.17474471001032,0,25.0268062669697,0,0,0,0,0,0,0,0,0,51.5360091608847,0,0,0,0,0,0,0,27.9008262538457,0,0,33.6133550890871,0,0,0,0,0,2.81954714132998,0
