,Visit_ID,Lake,Station,Year,Season,group,Sun_category,predators,NUM_M3,BIOMASS_ug_m3
69,E009G10,Erie,ER09,2010,Summer,Bosminid,Night,non_pred,1057.776413,786.4092263
70,E009G10,Erie,ER09,2010,Summer,Calanoid,Night,non_pred,12197.48426,40500.64022
71,E009G10,Erie,ER09,2010,Summer,Cyclopoid,Night,non_pred,3404.71783,7485.052308
72,E009G10,Erie,ER09,2010,Summer,Daphnid,Night,non_pred,121.2035473,745.8989368
73,E009G10,Erie,ER09,2010,Summer,Mollusc,Night,non_pred,2107.288948,766.6019955
74,E009G10,Erie,ER09,2010,Summer,nauplii,Night,non_pred,29502.04527,5268.845859
75,E009G10,Erie,ER09,2010,Summer,Other clad.,Night,non_pred,77.12953013,127.9296119
76,E009G10,Erie,ER09,2010,Summer,Pred. clad.,Night,pred,169.0651754,2288.169715
77,E009G10,Erie,ER09,2010,Summer,Rotifers,Night,non_pred,244445.518,5429.37953
78,E009G11,Erie,ER09,2011,Summer,Bosminid,Day,non_pred,20787.52822,11549.95691
79,E009G11,Erie,ER09,2011,Summer,Calanoid,Day,non_pred,13955.36061,37995.13524
80,E009G11,Erie,ER09,2011,Summer,Cyclopoid,Day,non_pred,5377.040633,8956.590577
81,E009G11,Erie,ER09,2011,Summer,Daphnid,Day,non_pred,748.351016,2217.802733
82,E009G11,Erie,ER09,2011,Summer,nauplii,Day,non_pred,54418.2843,9718.700828
83,E009G11,Erie,ER09,2011,Summer,Other clad.,Day,non_pred,1330.401806,1923.289594
84,E009G11,Erie,ER09,2011,Summer,Pred. clad.,Day,pred,86.61470092,705.1326123
85,E009G11,Erie,ER09,2011,Summer,Rotifers,Day,non_pred,118232.5313,4280.830746
86,E009G12,Erie,ER09,2012,Summer,Bosminid,Day,non_pred,175.0043515,154.6007616
87,E009G12,Erie,ER09,2012,Summer,Calanoid,Day,non_pred,8843.969905,22877.1695
88,E009G12,Erie,ER09,2012,Summer,Cyclopoid,Day,non_pred,1385.451116,1435.311969
89,E009G12,Erie,ER09,2012,Summer,Daphnid,Day,non_pred,58.33478382,188.8586514
90,E009G12,Erie,ER09,2012,Summer,Mollusc,Day,non_pred,574.2330283,208.897876
91,E009G12,Erie,ER09,2012,Summer,nauplii,Day,non_pred,19523.92296,3826.275584
92,E009G12,Erie,ER09,2012,Summer,Pred. clad.,Day,pred,52.73568627,366.9233407
93,E009G12,Erie,ER09,2012,Summer,Rotifers,Day,non_pred,62782.81109,1377.710112
94,E009G13,Erie,ER09,2013,Summer,Bosminid,Day,non_pred,22.70632696,20.53331838
95,E009G13,Erie,ER09,2013,Summer,Calanoid,Day,non_pred,13403.22043,34092.09647
96,E009G13,Erie,ER09,2013,Summer,Cyclopoid,Day,non_pred,2588.521273,1268.835791
97,E009G13,Erie,ER09,2013,Summer,Daphnid,Day,non_pred,817.4277704,9419.856999
98,E009G13,Erie,ER09,2013,Summer,Mollusc,Day,non_pred,2035.054553,740.3241416
99,E009G13,Erie,ER09,2013,Summer,nauplii,Day,non_pred,54946.47294,9336.267743
100,E009G13,Erie,ER09,2013,Summer,Pred. clad.,Day,pred,144.1446292,5769.872491
101,E009G13,Erie,ER09,2013,Summer,Rotifers,Day,non_pred,873038.4034,58656.58073
102,E009G14,Erie,ER09,2014,Summer,Bosminid,Night,non_pred,988.5701543,1326.182825
103,E009G14,Erie,ER09,2014,Summer,Calanoid,Night,non_pred,5110.630077,30891.78835
104,E009G14,Erie,ER09,2014,Summer,Cyclopoid,Night,non_pred,1182.904458,1551.077517
105,E009G14,Erie,ER09,2014,Summer,Daphnid,Night,non_pred,540.7563237,7197.78391
106,E009G14,Erie,ER09,2014,Summer,Mollusc,Night,non_pred,31748.31073,11549.58762
107,E009G14,Erie,ER09,2014,Summer,nauplii,Night,non_pred,11574.90495,1637.392013
108,E009G14,Erie,ER09,2014,Summer,Pred. clad.,Night,pred,17.08723596,1737.903621
109,E009G14,Erie,ER09,2014,Summer,Rotifers,Night,non_pred,148489.495,7491.106329
110,E009G15,Erie,ER09,2015,Summer,Bosminid,Night,non_pred,740.5534775,624.4343766
111,E009G15,Erie,ER09,2015,Summer,Calanoid,Night,non_pred,12806.0336,44916.93566
112,E009G15,Erie,ER09,2015,Summer,Cyclopoid,Night,non_pred,10226.69088,28431.90924
113,E009G15,Erie,ER09,2015,Summer,Daphnid,Night,non_pred,1410.578052,11432.18393
114,E009G15,Erie,ER09,2015,Summer,Mollusc,Night,non_pred,9769.355027,3553.95356
115,E009G15,Erie,ER09,2015,Summer,nauplii,Night,non_pred,31913.22642,6569.236416
116,E009G15,Erie,ER09,2015,Summer,Pred. clad.,Night,pred,279.832867,9264.478146
117,E009G15,Erie,ER09,2015,Summer,Rotifers,Night,non_pred,246187.7467,7581.548543
118,E009G16,Erie,ER09,2016,Summer,Bosminid,Day,non_pred,108.6497745,71.10251657
119,E009G16,Erie,ER09,2016,Summer,Calanoid,Day,non_pred,9735.795864,43350.40837
120,E009G16,Erie,ER09,2016,Summer,Cyclopoid,Day,non_pred,6953.585567,13092.85791
121,E009G16,Erie,ER09,2016,Summer,Daphnid,Day,non_pred,597.5737597,14179.01155
122,E009G16,Erie,ER09,2016,Summer,Mollusc,Day,non_pred,6559.730134,2386.337296
123,E009G16,Erie,ER09,2016,Summer,nauplii,Day,non_pred,26707.47269,2502.839307
124,E009G16,Erie,ER09,2016,Summer,Pred. clad.,Day,pred,89.58149654,3905.832407
125,E009G16,Erie,ER09,2016,Summer,Rotifers,Day,non_pred,200540.3213,7911.22164
126,E009G17,Erie,ER09,2017,Summer,Bosminid,Day,non_pred,18.15064726,9.569618449
127,E009G17,Erie,ER09,2017,Summer,Calanoid,Day,non_pred,4301.7034,6466.13146
128,E009G17,Erie,ER09,2017,Summer,Cyclopoid,Day,non_pred,1479.277751,960.034137
129,E009G17,Erie,ER09,2017,Summer,Daphnid,Day,non_pred,263.1843852,4537.626566
130,E009G17,Erie,ER09,2017,Summer,Mollusc,Day,non_pred,8548.954858,3109.989192
131,E009G17,Erie,ER09,2017,Summer,nauplii,Day,non_pred,29921.342,4630.700508
132,E009G17,Erie,ER09,2017,Summer,Pred. clad.,Day,pred,330.8239067,2095.207183
133,E009G17,Erie,ER09,2017,Summer,Rotifers,Day,non_pred,483015.9495,17630.9343
134,E009G18,Erie,ER09,2018,Summer,Bosminid,Night,non_pred,4347.637812,4585.106028
135,E009G18,Erie,ER09,2018,Summer,Calanoid,Night,non_pred,11913.65686,63209.44694
136,E009G18,Erie,ER09,2018,Summer,Cyclopoid,Night,non_pred,12581.80033,19000.73393
137,E009G18,Erie,ER09,2018,Summer,Daphnid,Night,non_pred,6784.949919,27777.03375
138,E009G18,Erie,ER09,2018,Summer,Mollusc,Night,non_pred,1593.310448,579.623867
139,E009G18,Erie,ER09,2018,Summer,nauplii,Night,non_pred,20713.03583,2468.166831
140,E009G18,Erie,ER09,2018,Summer,Pred. clad.,Night,pred,50.94888061,9502.655877
141,E009G18,Erie,ER09,2018,Summer,Rotifers,Night,non_pred,276439.3627,6073.001298
142,E009M01,Erie,ER09,2001,Spring,Bosminid,Day,non_pred,0.782334965,1.6068237
143,E009M01,Erie,ER09,2001,Spring,Calanoid,Day,non_pred,1.173502447,6.51679993
144,E009M01,Erie,ER09,2001,Spring,Cyclopoid,Day,non_pred,372.3914432,963.0981247
145,E009M01,Erie,ER09,2001,Spring,Mollusc,Day,non_pred,14.08202936,5.122843653
146,E009M01,Erie,ER09,2001,Spring,Rotifers,Day,non_pred,112.6562349,8.053167584
147,E009M02,Erie,ER09,2002,Spring,Bosminid,Day,non_pred,28.55390153,56.85894647
148,E009M02,Erie,ER09,2002,Spring,Calanoid,Day,non_pred,112.0191521,867.1735122
149,E009M02,Erie,ER09,2002,Spring,Cyclopoid,Day,non_pred,2457.831985,8527.245466
150,E009M02,Erie,ER09,2002,Spring,Daphnid,Day,non_pred,1.098226982,10.61274957
151,E009M02,Erie,ER09,2002,Spring,nauplii,Day,non_pred,616.8603679,77.56540432
152,E009M02,Erie,ER09,2002,Spring,Rotifers,Day,non_pred,173.4512239,6.670961129
153,E009M03,Erie,ER09,2003,Spring,Bosminid,Day,non_pred,4.276401248,11.85101836
154,E009M03,Erie,ER09,2003,Spring,Calanoid,Day,non_pred,23.52020686,187.4640862
155,E009M03,Erie,ER09,2003,Spring,Cyclopoid,Day,non_pred,2059.087201,7043.539606
156,E009M03,Erie,ER09,2003,Spring,nauplii,Day,non_pred,43.29856263,5.416261134
157,E009M03,Erie,ER09,2003,Spring,Rotifers,Day,non_pred,76.97522246,4.179743331
158,E009M04,Erie,ER09,2004,Spring,Bosminid,Night,non_pred,10.50075377,24.74837799
159,E009M04,Erie,ER09,2004,Spring,Calanoid,Night,non_pred,54.8372697,386.3893174
160,E009M04,Erie,ER09,2004,Spring,Cyclopoid,Night,non_pred,602.6265915,1859.512316
161,E009M04,Erie,ER09,2004,Spring,Daphnid,Night,non_pred,0.58337521,3.48424772
162,E009M04,Erie,ER09,2004,Spring,Limno,Night,mostly_pred,0.58337521,1.110701203
163,E009M04,Erie,ER09,2004,Spring,Mollusc,Night,non_pred,75.83877725,27.58907744
164,E009M04,Erie,ER09,2004,Spring,nauplii,Night,non_pred,268.3525964,40.02827461
165,E009M04,Erie,ER09,2004,Spring,Rotifers,Night,non_pred,530.8714407,24.27312762
166,E009M05,Erie,ER09,2005,Spring,Calanoid,Day,non_pred,14.44136586,64.22743107
167,E009M05,Erie,ER09,2005,Spring,Cyclopoid,Day,non_pred,111.9205854,217.0351742
168,E009M05,Erie,ER09,2005,Spring,Mollusc,Day,non_pred,37.90858538,13.79060865
169,E009M05,Erie,ER09,2005,Spring,Rotifers,Day,non_pred,7790.214295,355.2220865
170,E009M06,Erie,ER09,2006,Spring,Bosminid,Dawn/Dusk,non_pred,25.88756119,95.84129748
171,E009M06,Erie,ER09,2006,Spring,Calanoid,Dawn/Dusk,non_pred,188.0254444,1200.853605
172,E009M06,Erie,ER09,2006,Spring,Cyclopoid,Dawn/Dusk,non_pred,1453.790936,5381.988996
173,E009M06,Erie,ER09,2006,Spring,Daphnid,Dawn/Dusk,non_pred,0.68125161,6.022657247
174,E009M06,Erie,ER09,2006,Spring,nauplii,Dawn/Dusk,non_pred,444.6302176,48.5980679
175,E009M06,Erie,ER09,2006,Spring,Rotifers,Dawn/Dusk,non_pred,161.6837155,6.963591593
176,E009M12,Erie,ER09,2012,Spring,Bosminid,Night,non_pred,86.20331531,200.6329716
177,E009M12,Erie,ER09,2012,Spring,Calanoid,Night,non_pred,1058.753539,9221.5047
178,E009M12,Erie,ER09,2012,Spring,Cyclopoid,Night,non_pred,3397.29476,17884.3382
179,E009M12,Erie,ER09,2012,Spring,Daphnid,Night,non_pred,26.52409702,216.9084562
180,E009M12,Erie,ER09,2012,Spring,Mollusc,Night,non_pred,983.6019311,357.8205086
181,E009M12,Erie,ER09,2012,Spring,nauplii,Night,non_pred,357.3385293,48.9473301
182,E009M12,Erie,ER09,2012,Spring,Rotifers,Night,non_pred,361.0224317,21.10285574
183,E009M13,Erie,ER09,2013,Spring,Bosminid,Dawn/Dusk,non_pred,110.4164375,393.2551214
184,E009M13,Erie,ER09,2013,Spring,Calanoid,Dawn/Dusk,non_pred,318.9808194,2854.16144
185,E009M13,Erie,ER09,2013,Spring,Cyclopoid,Dawn/Dusk,non_pred,2359.640164,6348.799778
186,E009M13,Erie,ER09,2013,Spring,Daphnid,Dawn/Dusk,non_pred,4.089497685,47.94351054
187,E009M13,Erie,ER09,2013,Spring,nauplii,Dawn/Dusk,non_pred,590.4212282,92.21764026
188,E009M13,Erie,ER09,2013,Spring,Rotifers,Dawn/Dusk,non_pred,176.3595876,8.010610111
189,E009M14,Erie,ER09,2014,Spring,Bosminid,Night,non_pred,12.19550729,30.48413164
190,E009M14,Erie,ER09,2014,Spring,Calanoid,Night,non_pred,478.6736613,4170.879529
191,E009M14,Erie,ER09,2014,Spring,Cyclopoid,Night,non_pred,2167.751422,8529.320827
192,E009M14,Erie,ER09,2014,Spring,Daphnid,Night,non_pred,6.097753647,66.87112547
193,E009M14,Erie,ER09,2014,Spring,nauplii,Night,non_pred,475.9106167,48.47664121
194,E009M14,Erie,ER09,2014,Spring,Rotifers,Night,non_pred,1935.798589,73.40571326
195,E009M15,Erie,ER09,2015,Spring,Calanoid,Day,non_pred,496.9133188,4507.925458
196,E009M15,Erie,ER09,2015,Spring,Cyclopoid,Day,non_pred,4433.499351,16192.67491
197,E009M15,Erie,ER09,2015,Spring,Mollusc,Day,non_pred,1.462102906,0.531892414
198,E009M15,Erie,ER09,2015,Spring,nauplii,Day,non_pred,96.49879182,9.229413659
199,E009M15,Erie,ER09,2015,Spring,Rotifers,Day,non_pred,288.0342726,15.45896873
200,E009M16,Erie,ER09,2016,Spring,Bosminid,Day,non_pred,7.426505433,15.87457328
201,E009M16,Erie,ER09,2016,Spring,Calanoid,Day,non_pred,311.9132282,2323.739639
202,E009M16,Erie,ER09,2016,Spring,Cyclopoid,Day,non_pred,2071.995016,7596.312686
203,E009M16,Erie,ER09,2016,Spring,Daphnid,Day,non_pred,14.85301087,132.9764258
204,E009M16,Erie,ER09,2016,Spring,Mollusc,Day,non_pred,35.7400574,13.00172876
205,E009M16,Erie,ER09,2016,Spring,nauplii,Day,non_pred,714.8011479,85.46027539
206,E009M16,Erie,ER09,2016,Spring,Rotifers,Day,non_pred,607.5809757,23.08471889
207,E009M17,Erie,ER09,2017,Spring,Bosminid,Dawn/Dusk,non_pred,16.76694051,36.62094275
208,E009M17,Erie,ER09,2017,Spring,Calanoid,Dawn/Dusk,non_pred,1014.399901,8769.273388
209,E009M17,Erie,ER09,2017,Spring,Cyclopoid,Dawn/Dusk,non_pred,2871.338562,11467.37668
210,E009M17,Erie,ER09,2017,Spring,Daphnid,Dawn/Dusk,non_pred,12.57520538,80.76773047
211,E009M17,Erie,ER09,2017,Spring,nauplii,Dawn/Dusk,non_pred,201.2032861,19.84748321
212,E009M17,Erie,ER09,2017,Spring,Rotifers,Dawn/Dusk,non_pred,267.2231143,12.56178017
213,E009M18,Erie,ER09,2018,Spring,Bosminid,Night,non_pred,18.84971799,41.68276682
214,E009M18,Erie,ER09,2018,Spring,Calanoid,Night,non_pred,624.7335105,6001.656103
215,E009M18,Erie,ER09,2018,Spring,Cyclopoid,Night,non_pred,867.0870275,5933.92863
216,E009M18,Erie,ER09,2018,Spring,Daphnid,Night,non_pred,32.31380227,233.5465878
217,E009M18,Erie,ER09,2018,Spring,Mollusc,Night,non_pred,3.534322123,1.285736536
218,E009M18,Erie,ER09,2018,Spring,nauplii,Night,non_pred,505.4080636,35.03044906
219,E009M18,Erie,ER09,2018,Spring,Rotifers,Night,non_pred,774.0165449,49.82231324
220,E010G01,Erie,ER10,2001,Summer,Bosminid,Night,non_pred,1049.556822,1134.518625
221,E010G01,Erie,ER10,2001,Summer,Calanoid,Night,non_pred,11901.5783,43799.3909
222,E010G01,Erie,ER10,2001,Summer,Cyclopoid,Night,non_pred,8198.424983,12234.61596
223,E010G01,Erie,ER10,2001,Summer,Daphnid,Night,non_pred,564.3843286,1356.520129
224,E010G01,Erie,ER10,2001,Summer,Mollusc,Night,non_pred,94472.49079,34367.75959
225,E010G01,Erie,ER10,2001,Summer,nauplii,Night,non_pred,35566.11418,6428.250773
226,E010G01,Erie,ER10,2001,Summer,Pred. clad.,Night,pred,258.0573081,11179.7105
227,E010G01,Erie,ER10,2001,Summer,Rotifers,Night,non_pred,503482.8038,22322.64234
228,E010G02,Erie,ER10,2002,Summer,Bosminid,Night,non_pred,20056.7972,37616.88378
229,E010G02,Erie,ER10,2002,Summer,Calanoid,Night,non_pred,3451.986453,20365.08212
230,E010G02,Erie,ER10,2002,Summer,Cyclopoid,Night,non_pred,8970.125381,17165.90914
231,E010G02,Erie,ER10,2002,Summer,Daphnid,Night,non_pred,6954.366869,58118.38448
232,E010G02,Erie,ER10,2002,Summer,Mollusc,Night,non_pred,3530.72702,1284.428688
233,E010G02,Erie,ER10,2002,Summer,nauplii,Night,non_pred,9848.870108,1436.896106
234,E010G02,Erie,ER10,2002,Summer,Other clad.,Night,non_pred,5291.366096,9595.753624
235,E010G02,Erie,ER10,2002,Summer,Pred. clad.,Night,pred,588.5857376,4880.848581
236,E010G02,Erie,ER10,2002,Summer,Rotifers,Night,non_pred,153122.056,3655.251806
237,E010G03,Erie,ER10,2003,Summer,Bosminid,Day,non_pred,9.506855267,20.54727085
238,E010G03,Erie,ER10,2003,Summer,Calanoid,Day,non_pred,4803.338624,9107.238398
239,E010G03,Erie,ER10,2003,Summer,Cyclopoid,Day,non_pred,366.0139278,791.8138721
240,E010G03,Erie,ER10,2003,Summer,Daphnid,Day,non_pred,1292.932316,30107.41539
241,E010G03,Erie,ER10,2003,Summer,Mollusc,Day,non_pred,95829.10109,34861.27529
242,E010G03,Erie,ER10,2003,Summer,nauplii,Day,non_pred,26010.75601,4316.804999
243,E010G03,Erie,ER10,2003,Summer,Pred. clad.,Day,pred,52.88188242,10076.32896
244,E010G03,Erie,ER10,2003,Summer,Rotifers,Day,non_pred,123551.0911,6779.887488
245,E010G04,Erie,ER10,2004,Summer,Bosminid,Day,non_pred,12856.57505,12498.07624
246,E010G04,Erie,ER10,2004,Summer,Calanoid,Day,non_pred,2372.344206,17749.05514
247,E010G04,Erie,ER10,2004,Summer,Cyclopoid,Day,non_pred,947.0245017,3218.753055
248,E010G04,Erie,ER10,2004,Summer,Daphnid,Day,non_pred,2640.18952,11871.39573
249,E010G04,Erie,ER10,2004,Summer,Mollusc,Day,non_pred,33743.72656,12275.49176
250,E010G04,Erie,ER10,2004,Summer,nauplii,Day,non_pred,9130.655423,1217.924089
251,E010G04,Erie,ER10,2004,Summer,Other clad.,Day,non_pred,267.8453136,1193.543085
252,E010G04,Erie,ER10,2004,Summer,Pred. clad.,Day,pred,312.3865544,3849.792455
253,E010G04,Erie,ER10,2004,Summer,Rotifers,Day,non_pred,281065.393,20747.80037
254,E010G05,Erie,ER10,2005,Summer,Bosminid,Day,non_pred,22240.60884,16583.0906
255,E010G05,Erie,ER10,2005,Summer,Calanoid,Day,non_pred,12411.42591,43955.8272
256,E010G05,Erie,ER10,2005,Summer,Cyclopoid,Day,non_pred,2728.014754,7923.945786
257,E010G05,Erie,ER10,2005,Summer,Daphnid,Day,non_pred,1790.910449,20458.96702
258,E010G05,Erie,ER10,2005,Summer,Mollusc,Day,non_pred,10823.55472,3937.456539
259,E010G05,Erie,ER10,2005,Summer,nauplii,Day,non_pred,20335.16342,3055.187365
260,E010G05,Erie,ER10,2005,Summer,Other clad.,Day,non_pred,374.841722,712.2467772
261,E010G05,Erie,ER10,2005,Summer,Pred. clad.,Day,pred,38.06986239,2526.788613
262,E010G05,Erie,ER10,2005,Summer,Rotifers,Day,non_pred,228934.5817,7030.353868
263,E010G06,Erie,ER10,2006,Summer,Bosminid,Day,non_pred,584.2121491,298.595676
264,E010G06,Erie,ER10,2006,Summer,Calanoid,Day,non_pred,5333.744573,17213.67052
265,E010G06,Erie,ER10,2006,Summer,Cyclopoid,Day,non_pred,940.9186055,1414.696818
266,E010G06,Erie,ER10,2006,Summer,Daphnid,Day,non_pred,898.7879217,13453.4447
267,E010G06,Erie,ER10,2006,Summer,Mollusc,Day,non_pred,5080.96047,1848.381751
268,E010G06,Erie,ER10,2006,Summer,nauplii,Day,non_pred,12231.94187,2034.28151
269,E010G06,Erie,ER10,2006,Summer,Pred. clad.,Day,pred,88.82552507,10681.70365
270,E010G06,Erie,ER10,2006,Summer,Rotifers,Day,non_pred,137185.9327,5746.766302
271,E010G08,Erie,ER10,2008,Summer,Bosminid,Dawn/Dusk,non_pred,72.83449885,68.42676363
272,E010G08,Erie,ER10,2008,Summer,Calanoid,Dawn/Dusk,non_pred,2726.923637,4533.565406
273,E010G08,Erie,ER10,2008,Summer,Cyclopoid,Dawn/Dusk,non_pred,664.2506296,273.2790779
274,E010G08,Erie,ER10,2008,Summer,Daphnid,Dawn/Dusk,non_pred,43.70069931,554.1675124
275,E010G08,Erie,ER10,2008,Summer,Pred. clad.,Dawn/Dusk,pred,93.95650352,3569.653212
276,E010G09,Erie,ER10,2009,Summer,Bosminid,Night,non_pred,660.7166585,699.3734171
277,E010G09,Erie,ER10,2009,Summer,Calanoid,Night,non_pred,8023.787895,37326.51455
278,E010G09,Erie,ER10,2009,Summer,Cyclopoid,Night,non_pred,1612.59659,1497.23917
279,E010G09,Erie,ER10,2009,Summer,Daphnid,Night,non_pred,55.99293716,680.4123616
280,E010G09,Erie,ER10,2009,Summer,Mollusc,Night,non_pred,52594.51583,19133.143
281,E010G09,Erie,ER10,2009,Summer,nauplii,Night,non_pred,10749.24411,1919.735049
282,E010G09,Erie,ER10,2009,Summer,Other clad.,Night,non_pred,307.9611544,1074.548437
283,E010G09,Erie,ER10,2009,Summer,Pred. clad.,Night,pred,24.84686586,2640.641958
284,E010G09,Erie,ER10,2009,Summer,Rotifers,Night,non_pred,63343.75994,1685.216339
